Sale Code,Activity,1st Brand,2nd Brand,3rd Brand,Average Product Price,Brand Count
YVZJC,Cheer,Sport-Tek,Boxercraft,Under Armour,2961,7
YVZ9T,Lacrosse,Pennant Sportswear,Gildan,Sport-Tek,2740,9
YVYWY,Wrestling,Gildan,Stadium Chair Co.,Stadium Chair Co.,1800,5
YVYV3,Football,Port & Company,Sport-Tek,Port & Company,2594,3
YVYSV,Spirit Wear,Gildan,Badger,Sport-Tek,1795,6
YVYQ8,Basketball,District Made,Sport-Tek,Port & Company,1990,3
YVY6J,Hockey,Bauer,Warrior,Nike,4037,5
YVXVP,Cross Country,Gildan,UltraClub,Holloway,1914,6
YVXKA,Softball,Ink it my way,Intensity,Pacific Headwear,2844,7
YVWPG,Spirit Wear,Gildan,Sport-Tek,Port & Company,1579,4
YVWED,Spirit Wear,A4,Gildan,Port & Company,1240,5
YVVZH,Baseball,Port & Company,Pennant Sportswear,VOS Sports,2516,6
YVVJG,Basketball,Gildan,Under Armour,Badger,3150,6
YVVJA,Swimming,Gildan,Augusta,Bella + Canvas,1707,6
YVVG9,Athletics,Russell Athletic,Twin City,Nike,1189,6
YVVDW,Volleyball,Port & Company,Sport-Tek,adidas,1421,3
YVVC2,Volleyball,Holloway,Badger,Nike,3370,4
YVUX6,Other,Under Armour,Augusta,Boxercraft,2867,5
YVUW4,Football,Nike,Alleson,Russell Athletic,3088,4
YVUKF,Spirit Wear,Port & Company,Pennant Sportswear,Boxercraft,1367,3
YVUG7,Volleyball,Sport-Tek,Under Armour,Port & Company,1463,3
YVU6P,Wrestling,Nike,Asics,adidas,4063,4
YVTW3,Spirit Wear,Team 365,Techno,Nike,2413,4
YVTNN,Cross Country,Pennant Sportswear,Pennant Sportswear,Port & Company,3052,4
YVTGM,Other,Russell Athletic,Under Armour,Holloway,2814,7
YVT8X,Baseball,ChamPro,Twin City,Schutt,1762,13
YVT7X,Softball,Gildan,Badger,Badger,1673,3
YVT6D,Track & Field,Russell Athletic,Gildan,Nike,2175,4
YVSXZ,Volleyball,Under Armour,Gildan,Sport-Tek,2463,7
YVSW4,Fundraiser,Gildan,J. American,Augusta,1403,4
YVST2,Lacrosse,Augusta,Holloway,Gildan,2768,11
YVS2K,Track & Field,Russell Athletic,Port & Company,A4,2056,4
YVRMB,Basketball,Fruit of the Loom,Sport-Tek,Augusta,887,5
YVRFC,Apparel,Sport-Tek,Port & Company,ForSports,2108,3
YVQU5,School,Badger,Gildan,Bella + Canvas,2001,5
YVQDT,Spirit Wear,Port Authority,District Made,Port & Company,2398,5
YVQ3F,Softball,Under Armour,Twin City,Badger,2015,4
YVPYQ,Corporate,Columbia,Under Armour,Carhartt,4573,9
YVPWN,Hockey,Holloway,Bauer,Under Armour,3260,15
YVPK6,Apparel,Under Armour,Port Authority,CornerStone,4137,6
YVPHY,Spirit Wear,Fruit of the Loom,Russell Athletic,adidas,1514,7
YVNZJ,School,Lilac Bloom,Gildan,Port Authority,2520,6
YVNY3,Dance,Hanes,Bella + Canvas,UltraClub,1398,3
YVNJK,Baseball,Gildan,Badger,Pacific Headwear,1647,5
YVNEA,Volleyball,Gildan,J. American,District Made,1317,6
YVN5T,Volleyball,Holloway,Hanes,Badger,1315,3
YVN4N,Apparel,Augusta,Bella + Canvas,Gildan,2001,6
YVMK8,Other,Badger,ChamPro,Outdoor Cap,1709,3
YVMJZ,Baseball,Nike,Russell Athletic,Port & Company,1974,6
YVMFA,Soccer,Gildan,adidas,Badger,2336,4
YVMCU,Football,Badger,Port & Company,Gildan,1851,7
YVKW9,Softball,Gildan,Nike,Holloway,2542,6
YVKT8,Swimming,Russell Athletic,Badger,adidas,1975,8
YVKSW,Baseball,Port & Company,Sport-Tek,New Era,2041,5
YVJJP,Swimming,Port & Company,Holloway,Sport-Tek,2064,4
YVJFU,Apparel,Sport-Tek,Port Authority,Nike,2822,4
YVJD2,Baseball,Gildan,Sport-Tek,Bella + Canvas,1274,4
YVHX7,Basketball,Gildan,Holloway,Bella + Canvas,1723,3
YVHR5,Baseball,Gildan,Badger,Rawlings,2243,5
YVHQA,Cheer,District Made,Holloway,J American,1922,3
YVH9X,Football,Russell Athletic,Gildan,New Era,2321,7
YVH5C,Softball,Port & Company,Sport-Tek,Port Authority,1242,3
YVGSU,Cross Country,Under Armour,Sport-Tek,Pacific Headwear,2459,4
YVGQY,Booster Club,District Made,Sport-Tek,New Era,1556,4
YVG4B,Basketball,Nike,Gildan,adidas,3458,4
YVFGU,Baseball,Russell Athletic,Badger,The Game,2640,7
YVFES,Hockey,Under Armour,Under Armour,Bauer,4586,3
YVF4T,Cross Country,Sport-Tek,Sport-Tek,District Made,2322,3
YVEXC,Baseball,Rawlings,C2 Sports,Under Armour,2369,8
YVENA,Spirit Wear,Gildan,Badger,Port Authority,1719,4
YVEMP,Baseball,Gildan,Holloway,Badger,1901,6
YVECE,Soccer,Gildan,A4,Sportsman,1541,4
YVDZ5,Football,Under Armour,Gildan,Sport-Tek,3049,4
YVDWT,Other,Bella + Canvas,Sport-Tek,Ogio,3374,5
YVDUU,Other,Augusta,Boxercraft,TSC Apparel,2556,8
YVDUH,School,Gildan,Port Authority,Flexfit,1746,5
YVDTR,Staff,District Made,Badger,Augusta,2005,5
YVDS5,Baseball,Under Armour,Badger,Alleson,3552,6
YVDJS,Fundraiser,Gildan,Sport-Tek,Port Authority,1569,5
YVDE8,Corporate,Port & Company,Augusta,Augusta,0,9
YVD5D,Football,Under Armour,Russell Athletic,Tag,1666,8
YVD55,Dance,Sport-Tek,SOFFE,Holloway,3786,3
YVBW8,School,Gildan,Sport-Tek,District Made,958,4
YVBMB,Football,Badger,Sport-Tek,Augusta,1695,6
YVBKS,Softball,Holloway,J. American,Bella + Canvas,2342,5
YVBKR,Football,Holloway,BAW,Sport-Tek,2325,6
YVBDQ,Athletics,Sport-Tek,Port & Company,Sport-Tek,1533,3
YVB7D,Baseball,Sport-Tek,Under Armour,Badger,2207,4
YVAW4,Other,Port Authority,Landaway,Tri-Mountain,2760,5
YVAMN,Field Hockey,Gildan,Under Armour,Sport-Tek,1995,7
YVAEU,Cheer,Holloway,High Five,Badger,3181,4
YVAAB,School,Gildan,Port & Company,Under Armour,2273,5
YVA4Z,Spirit Wear,Port & Company,Boxercraft,Badger,1733,6
YVA2Y,Baseball,Gildan,Under Armour,Badger,2466,5
YVA2S,Soccer,Port & Company,Sport-Tek,District Made,1708,13
YV9W2,Track & Field,Pennant Sportswear,District Made,Sport-Tek,2794,4
YV9PW,Cheer,Boxercraft,SOFFE,Gildan,2140,7
YV8YE,Lacrosse,Under Armour,Outdoor Cap,OC Sports,3039,4
YV8QJ,Fundraiser,Gildan,Port Authority,Sport-Tek,2082,3
YV8NH,Apparel,Gildan,Under Armour,FIREHOUSE,1637,8
YV8E6,Hockey,Badger,Holloway,Russell Athletic,2603,7
YV86V,Track & Field,Blank,Sport-Tek,Big Accesories,2233,3
YV84V,Baseball,Badger,Rawlings,ChamPro,1996,6
YV7SU,Basketball,adidas,Gildan,Badger,3835,3
YV7J2,Athletics,Under Armour,Nike,Eddie Bauer,2906,5
YV7CJ,Apparel,Augusta,Gildan,Bella + Canvas,1966,4
YV7BY,Baseball,Twin City,Eclipse Sportswear,Alleson,1279,4
YV6NB,Basketball,Under Armour,adidas,Holloway,4074,4
YV6G4,Baseball,Nike,Russell Athletic,Twin City,2020,16
YV69D,Softball,Holloway,Russell Athletic,Under Armour,2831,5
YV64S,Baseball,Rawlings,Holloway,Rawlings,2500,3
YV5MM,Softball,Gildan,Augusta,Badger,1487,14
YV5HU,Basketball,Holloway,Holloway,Gildan,2173,4
YV52S,Baseball,Sport-Tek,Sport-Tek,Prolook,2666,4
YV4KN,Lacrosse,Nike,District Made,Sport-Tek,2538,10
YV4DR,Other,AlphaBroder,Sport-Tek,Bella + Canvas,1475,3
YV442,Baseball,Badger,Gildan,Holloway,2937,8
YV3BH,Other,Misc.,Sport-Tek,adidas,2516,4
YV36E,Soccer,Gildan,Augusta,High Five,1595,5
YV2XY,Baseball,Russell Athletic,Pennant Sportswear,Holloway,1614,5
YV2UB,Football,Badger,Russell Athletic,Under Armour,2124,3
YV2TC,PE,Gildan,Tie Dye,C2 Sports,766,3
YV2RJ,School,Port & Company,ALPHA,Russell Athletic,1983,3
YV27N,Other,Port Authority,Nike,Gildan,2808,4
YUZWT,Booster Club,Gildan,Badger,Ogio,2497,5
YUZSA,Soccer,Sport-Tek,Gildan,Team 365,2563,4
YUZHH,Swimming,Boxercraft,Gildan,Tultex,2363,10
YUYCW,Other,Fashion Biz,Techno,Gildan,2971,9
YUXST,Lacrosse,Gildan,Sport-Tek,Holloway,2443,3
YUXBG,Other,Pro Celebrity,Pacific Headwear,Badger,2743,7
YUX58,Cheer,Port & Company,Under Armour,Holloway,2605,5
YUWVY,Other,Augusta,Port Authority,Gildan,1703,4
YUWP2,Track & Field,Nike,Hanes,Asics,2417,3
YUWMP,Volleyball,Mizuno,Gildan,Molten,2108,3
YUWME,Baseball,Gildan,Port & Company,Under Armour,2773,8
YUWEQ,Dance,Gildan,adidas,Badger,2680,4
YUWDP,Baseball,Pennant Sportswear,Under Armour,Russell Athletic,2445,10
YUWBX,Booster Club,Gildan,Augusta,Under Armour,2695,9
YUW3A,Other,Gildan,A4,Holloway,1877,4
YUVMK,Lacrosse,--,Adrenaline,ValuCap,1076,3
YUVKG,Apparel,Red Kap,Port Authority,CornerStone,2860,6
YUVHG,Lacrosse,Badger,Holloway,Sport-Tek,3690,3
YUVGU,Basketball,Under Armour,Alleson,Nike,3018,3
YUVGA,Football,Gildan,Badger,Badger,1885,7
YUVF9,Baseball,A4,Pukka,Gildan,1967,3
YUV9F,Track & Field,Nike,C2 Sports,C2 Sports,2089,3
YUV2N,Softball,Gildan,Mizuno,Russell Athletic,1704,6
YUU3B,Apparel,Holloway,Harriton,Badger,2852,4
YUTXD,Baseball,Under Armour,Russell Athletic,Twin City,3469,4
YUTNM,Lacrosse,Under Armour,Maverick,Holloway,4995,3
YUTAR,Track & Field,Port & Company,Badger,Pukka,1767,8
YUT93,Football,Port & Company,Sport-Tek,New Era,2196,7
YUSYY,Golf,Sport-Tek,Sport-Tek,Port & Company,2378,6
YUSM8,Cheer,Gildan,Boxercraft,adidas,2274,6
YUSK9,Spirit Wear,Boxercraft,Bella + Canvas,Gildan,2739,17
YUS8Y,Cheer,Holloway,ASI,Badger,3579,6
YURRV,Cross Country,Badger,Holloway,Pennant Sportswear,2543,8
YURRM,Athletics,Port & Company,Sport-Tek,Badger,2875,4
YURRG,Other,Hanes,Under Armour,Eye Black,2776,27
YURNH,Baseball,Sport-Tek,Holloway,District Made,2436,8
YURHF,Apparel,Russell Athletic,Augusta,Holloway,1790,4
YURE4,Basketball,A4,Gildan,Russell Athletic,2648,3
YURE2,Volleyball,Gildan,Sport-Tek,Port & Company,1439,3
YURD4,Football,Under Armour,Holloway,Gildan,2790,4
YUR7V,School,Sport-Tek,Bella + Canvas,Badger,2002,10
YUR7T,Cross Country,Gildan,Team 365,Augusta,1943,4
YUR5R,Softball,Port & Company,Under Armour,Twin City,1577,7
YUQZ9,Cheer,Port & Company,Gildan,Boxercraft,1906,6
YUQVK,Baseball,Russell Athletic,A4,New Balance,3084,6
YUQUT,Other,Under Armour,District Made,Bella + Canvas,2614,5
YUQTH,Medical,Port Authority,Sport-Tek,Gildan,2721,12
YUQR5,Softball,Gildan,Mizuno,Augusta,2033,5
YUQ7H,Baseball,Under Armour,A4,Rawlings,2761,6
YUQ6S,Swimming,Gildan,Sport-Tek,Port Authority,1973,3
YUPWX,Track & Field,Sport-Tek,Russell Athletic,Gildan,1496,4
YUPV4,Basketball,Under Armour,Gildan,Sport-Tek,2765,3
YUPMG,Other,Port & Company,Gildan,District Made,1500,3
YUPFU,Other,Gildan,Pacific Headwear,Pacific Headwear,1120,3
YUPD3,Volleyball,Russell Athletic,Nike,Pacific Headwear,1402,4
YUP4V,Spirit Wear,Badger,Custom,Augusta,1602,6
YUP2T,Softball,Sport-Tek,Port & Company,District Made,2238,5
YUP2N,Other,Sport-Tek,Pennant Sportswear,Holloway,1177,3
YUNY5,Softball,Gildan,Augusta,Sport-Tek,1270,6
YUNQU,PE,Badger,Gildan,Port & Company,1332,4
YUNP3,Volleyball,Port & Company,Pennant Sportswear,Sport-Tek,1655,4
YUNER,Apparel,Holloway,Port & Company,Port Authority,2301,7
YUNCP,Other,Gildan,Sport-Tek,Port Authority,2016,5
YUN9E,Apparel,Port Authority,Pacific Headwear,Eddie Bauer,2389,5
YUKW8,Lacrosse,Nike,The Game,Under Armour,5020,4
YUKW5,Volleyball,Russell Athletic,Mizuno,Badger,1694,4
YUKPZ,Booster Club,Gildan,Under Armour,Sport-Tek,1345,9
YUKAD,Basketball,Under Armour,Alternative,Alternative,2817,3
YUJUP,Baseball,Augusta,Badger,Holloway,1772,4
YUJPY,Basketball,Gildan,Augusta,Pacific Headwear,2129,3
YUJFT,Baseball,Rawlings,Sport-Tek,Gildan,2542,4
YUJDY,Baseball,Gildan,Badger,Holloway,1711,6
YUJ6U,Corporate,TRIMARK,Devon & Jones,Leeds,2920,6
YUHTD,Football,Badger,Nike,Russell Athletic,1767,3
YUHEG,Field Hockey,Augusta,Russell Athletic,STX,2227,5
YUHDC,Softball,Gildan,Nike,Under Armour,2371,8
YUH46,Track & Field,Badger,C2 Sports,Russell Athletic,1392,5
YUH3K,Cross Country,Sport-Tek,Under Armour,Nike,3209,4
YUH3A,Basketball,Port & Company,adidas,adidas,2594,5
YUGVY,Football,Gildan,adidas,Holloway,1543,3
YUGS7,Hockey,Badger,Custom,Pennant Sportswear,2668,7
YUGDK,Baseball,Nike,Alleson,Port & Company,2778,4
YUGCU,Softball,Sport-Tek,Twin City,Twin City,1998,5
YUG3B,Baseball,Under Armour,Pennant Sportswear,Gildan,2737,6
YUFUD,Volleyball,Gildan,Port & Company,Port Authority,1664,7
YUFSA,Corporate,Port Authority,District Made,Holloway,2407,5
YUFC2,Lacrosse,Augusta,Badger,Port & Company,2098,4
YUEKK,Softball,Nike,Holloway,Gildan,2380,4
YUECC,Field Hockey,Sport-Tek,Badger,Under Armour,2415,3
YUE5Y,Softball,Gildan,Sport-Tek,Pro Celebrity,2547,10
YUDZH,Baseball,Holloway,New Era,Hanes,2033,5
YUDNV,Baseball,Gildan,Russell Athletic,The Game,2776,6
YUDNT,Other,Gildan,BAW,Fruit of the Loom,1957,15
YUDJH,Lacrosse,Adrenaline,Sport-Tek,ValuCap,3545,4
YUD9H,Other,Bella + Canvas,PROMOTIONAL,Sport-Tek,1457,7
YUD4Y,Softball,Augusta,Rawlings,Gildan,2103,7
YUCME,Basketball,Under Armour,Gildan,Russell Athletic,2748,3
YUBX3,Volleyball,Augusta,Augusta,Tie Dye,2495,6
YUBTN,Athletic Training,Bella + Canvas,--,Sportsman,2038,4
YUBNU,Baseball,Gildan,Under Armour,C2 Sports,1815,6
YUBCV,Basketball,Badger,Augusta,Pennant Sportswear,2239,12
YUBAA,Fundraiser,Port & Company,Sport-Tek,Holloway,1742,4
YUB8D,Hockey,Athletic Knit,BIZ Collection,AJM International,3434,6
YUB5A,Tennis,Badger,Gildan,Pacific Headwear,1807,5
YUAWB,Softball,Rawlings,Twin City,Adams,3844,4
YUATH,School,Classroom Uniforms,Gildan,Alleson,2495,3
YUADJ,Cheer,Augusta,Boxercraft,Under Armour,3063,8
YUA9H,Baseball,Sport-Tek,Tag,Easton,1918,7
YU9YD,Booster Club,Alleson,Under Armour,ProTuf,2022,4
YU9PF,Spirit Wear,Gildan,Boxercraft,Sportsman,1496,3
YU9JB,Baseball,Under Armour,Twin City,Mizuno,3494,5
YU9HQ,Hockey,Athletic Knit,adidas,Holloway,5740,4
YU8WY,Athletics,Russell Athletic,Gildan,Alleson,1567,4
YU8ED,Swimming,District Made,Gildan,Sport-Tek,2023,4
YU84F,Softball,Gildan,Russell Athletic,Athletic Specialities,2514,9
YU825,Baseball,Wilson,Alleson,Top Sox,2540,7
YU7NS,Baseball,Port & Company,Port & Company,Holloway,2670,4
YU7AB,Apparel,Port Authority,Sport-Tek,District Made,2319,10
YU77W,Baseball,New Balance,Nike,Augusta,3463,5
YU6UE,Other,Badger,Port & Company,Pacific Headwear,1668,5
YU6RS,Other,Port & Company,Sport-Tek,Bella + Canvas,2738,3
YU6K7,Softball,Gildan,Louisville Slugger,Twin City,1818,11
YU6K4,Apparel,Port & Company,Port Authority,adidas,1625,4
YU6GN,Basketball,Badger,Under Armour,C2 Sports,3373,7
YU6GF,Swimming,Charles River Apparel,Pennant Sportswear,Gildan,2218,4
YU5Y8,Other,Nike,Rawlings,Pro Feet,2644,7
YU5WN,Volleyball,Under Armour,Gildan,Russell Athletic,1980,7
YU5V8,Other,Bella + Canvas,Sport-Tek,Reebok,1230,3
YU5KQ,Hockey,Boxercraft,Pennant Sportswear,Under Armour,4629,5
YU57D,Athletics,Alleson,Gildan,Gildan,1433,3
YU546,Softball,Twin City,Gildan,Alleson,1577,8
YU4Q2,Basketball,Sport-Tek,Gildan,Port Authority,2628,3
YU42P,Cross Country,Nike,Badger,Augusta,2355,3
YU3WH,Other,Pennant Sportswear,Holloway,Bella + Canvas,3583,4
YU3FB,Other,Augusta,Gildan,Sport-Tek,2157,7
YU39W,Apparel,Gildan,Gildan,Holloway,2355,6
YU394,Spirit Wear,Port & Company,Sport-Tek,New Era,1081,4
YU36D,Apparel,Under Armour,Under Armour,Bella + Canvas,2177,3
YU2VS,Baseball,Sport-Tek,Port & Company,Badger,1700,3
YU2UW,Softball,Holloway,Pennant Sportswear,Sport-Tek,2320,12
YU2SR,Swimming,Augusta,Badger,Boxercraft,2445,6
YU2RR,Baseball,Badger,Badger,Twin City,2041,8
YU29X,Spirit Wear,Holloway,Gildan,Badger,2974,3
YU23P,Other,Cascade,STX,Maverick,14231,3
YU23A,Baseball,District Made,Gildan,Team 365,1891,7
YU234,Apparel,Gildan,Port Authority,S&S,1135,4
YTZRT,Football,A4,Hanes,Hanes,1444,8
YTZGK,Basketball,Holloway,Augusta,Port & Company,2826,4
YTZ5C,Hockey,In Play,In Play,Bauer,2999,6
YTYY4,Football,Under Armour,Russell Athletic,Shock Doctor,1658,3
YTYUN,Other,Sport-Tek,Port Authority,S&S,2019,4
YTYNU,Spirit Wear,Gildan,Tie Dye,Comfort Colors,1249,4
YTYB8,Other,Badger,Gildan,ChamPro,1667,4
YTY9Y,Baseball,Badger,Easton,Gildan,2039,5
YTY3S,Spirit Wear,Badger,Badger,J. American,1748,9
YTXC3,Baseball,Gildan,Badger,Pacific Headwear,1859,4
YTXB6,Soccer,Mueller,Champion Sports,Under Armour,0,6
YTX6Y,Football,Gildan,Badger,Sport-Tek,1926,5
YTX4C,Lacrosse,Pennant Sportswear,New Era,Ogio,3033,5
YTWTB,Spirit Wear,Under Armour,District Made,Port & Company,3366,7
YTWR7,Baseball,ChamPro,adidas,Franklin,2372,6
YTWKC,Band Music & Choir,Russell Athletic,District Made,Nike,1607,4
YTWJ8,Volleyball,Gildan,Under Armour,Holloway,1292,4
YTW4X,Football,Under Armour,Port & Company,Russell Athletic,1621,3
YTW45,Volleyball,adidas,Tie Dye,Gildan,2082,5
YTW37,Apparel,Port Authority,Sport-Tek,Van Heusen,4213,4
YTVY6,Wrestling,Russell Athletic,Holloway,Sport-Tek,2832,5
YTVQX,Softball,Gildan,adidas,Port & Company,1557,4
YTVMB,Other,Nike,New Era,Port Authority,5273,8
YTV5J,School,Under Armour,Nike,Russell Athletic,2460,10
YTV35,School,adidas,Under Armour,Nike,2800,5
YTV2Y,Apparel,Sport-Tek,Port Authority,Gildan,2257,6
YTUXH,Baseball,Gildan,UltraClub,Pacific Headwear,1828,3
YTUW6,Baseball,Sport-Tek,Holloway,Port & Company,2030,5
YTUVC,Apparel,Port Authority,Sport-Tek,Holloway,2643,5
YTURP,Baseball,Pennant Sportswear,A4,A4,2090,4
YTUKQ,Cross Country,Sport-Tek,Outdoor Cap,Augusta,1882,6
YTUHE,Cheer,Under Armour,Gildan,Alleson,1834,4
YTU2R,Other,Port & Company,Port Authority,Sport-Tek,1945,4
YTTUQ,Swimming,Port & Company,Holloway,Pacific Headwear,2972,7
YTTCG,Track & Field,Under Armour,Port & Company,A4,2289,3
YTT5B,Athletics,Under Armour,New Era,Badger,3612,4
YTSXJ,Baseball,Under Armour,Holloway,Port Authority,4625,4
YTSU7,Baseball,Pacific Headwear,Pennant Sportswear,Under Armour,2425,4
YTRV6,Soccer,Port & Company,Sport-Tek,District Made,2409,5
YTRSY,Spirit Wear,Bella + Canvas,Sport-Tek,District Made,1423,7
YTRQ4,Volleyball,Badger,Gildan,Sport-Tek,2189,5
YTRNQ,Basketball,Gildan,Sport-Tek,Shirt Shack,1253,3
YTRG4,Apparel,Gildan,Sierra Pacific,Sportsman,2185,5
YTRCZ,Apparel,Gildan,Sport-Tek,Port & Company,908,3
YTRB9,Other,Gildan,Russell Athletic,American Apparel,2244,8
YTR3J,Other,Sport-Tek,Port & Company,Port Authority,3430,4
YTQXP,Softball,Gildan,Badger,Russell Athletic,1600,3
YTQUP,Softball,Port & Company,Pacific Headwear,Sport-Tek,1074,4
YTQEQ,Baseball,Russell Athletic,Sport-Tek,Russell Athletic,2062,7
YTQ8J,Hockey,Holloway,Gildan,Port Authority,2104,5
YTQ3A,Spirit Wear,Gildan,Badger,Sport-Tek,2047,3
YTPYM,Football,Port & Company,Sport-Tek,Gildan,1943,4
YTPKR,Apparel,Bella + Canvas,District Made,Sport-Tek,1754,18
YTPJD,Other,Pennant Sportswear,Pennant Sportswear,Augusta,2148,6
YTPFA,Football,adidas,The Game,Adams,2533,4
YTPBW,Spirit Wear,Gildan,A4,Badger,1923,7
YTP4P,Police Fire & Military,Port Authority,CornerStone,Flexfit,2765,7
YTNYA,Other,Port Authority,Port & Company,Sport-Tek,2863,4
YTNY2,School,Port & Company,Augusta,Pennant Sportswear,1878,11
YTNWT,Lacrosse,Under Armour,Maverick,Port & Company,2890,5
YTNSG,Softball,Under Armour,Mizuno,Port & Company,3718,6
YTNKP,Soccer,Nike,Port & Company,Sport-Tek,1823,3
YTN8Z,Hockey,Under Armour,Pacific Headwear,Bauer,3462,4
YTN79,Softball,Port & Company,Pennant Sportswear,Holloway,3235,5
YTMSB,Baseball,Holloway,Badger,Gildan,2582,12
YTMJR,Softball,Under Armour,Neumann,Badger,2085,6
YTM8D,Baseball,Russell Athletic,Twin City,Easton,1638,4
YTKW7,Softball,Bodek,Russell Athletic,Gildan,2169,3
YTKK2,Baseball,Port & Company,Gildan,District Made,1945,6
YTK9F,Other,Pennant Sportswear,New Era,adidas,2775,7
YTK86,Softball,Gildan,S&S,Bella + Canvas,1681,6
YTK84,Fundraiser,Gildan,adidas,Badger,1501,4
YTJQT,Baseball,Gildan,Rawlings,A4,1487,8
YTJPT,Baseball,Gildan,Sport-Tek,Augusta,2023,10
YTJMQ,Lacrosse,Sport-Tek,Russell Athletic,Gildan,3211,8
YTJFN,Lacrosse,Badger,Bella + Canvas,Gildan,1643,16
YTJ5Y,Tennis,Gildan,Tie Dye,Holloway,2586,7
YTJ2W,Football,Twin City,Under Armour,Tag,1689,7
YTHW4,Hockey,TRIMARK,Gildan,Custom,3576,6
YTHER,Football,UltraClub,Under Armour,Port & Company,1513,9
YTH4Y,Staff,Sport-Tek,Port & Company,Nike,2337,4
YTGHE,Spirit Wear,Under Armour,Badger,adidas,3066,6
YTGGJ,Staff,Under Armour,Holloway,Augusta,3609,3
YTG8K,Football,Pukka,Holloway,Schutt,1693,7
YTG7S,Spirit Wear,adidas,Bella + Canvas,Koi,3618,4
YTG5B,Apparel,New Era,Sport-Tek,Port Authority,1713,6
YTFNK,Softball,Under Armour,Gildan,Russell Athletic,2272,14
YTFJ8,Football,Pennant Sportswear,Hanes,Badger,2036,12
YTFDP,Football,Gildan,Holloway,Sport-Tek,2000,4
YTF89,Basketball,adidas,Pro Feet,BIZ Collection,3620,5
YTF5Y,Other,Gildan,YUPOONG,Augusta,1208,3
YTF26,Apparel,Gildan,Colortone,Holloway,1767,11
YTERX,Soccer,Gildan,adidas,A4,1424,3
YTEJ8,Apparel,Port Authority,Port & Company,Ogio,2947,3
YTEFF,Football,Gildan,Under Armour,Badger,1915,3
YTEBB,Spirit Wear,Holloway,Nike,Gildan,2389,4
YTE3E,Football,US Elite Sports,Schutt,Xenith,2252,4
YTDQ8,Medical,Port Authority,Port & Company,District Made,2748,7
YTDMH,Baseball,Badger,Mizuno,Holloway,2760,3
YTDKQ,Soccer,Sport-Tek,Under Armour,Pacific Headwear,2778,4
YTDHA,Softball,Gildan,Augusta,Badger,2019,6
YTDFP,Spirit Wear,Gildan,J. American,Badger,1418,4
YTD8S,Booster Club,Nike,Gildan,Stadium Chair Co.,1846,3
YTCRP,Apparel,Holloway,Gildan,Augusta,2492,5
YTCM8,Lacrosse,Under Armour,Holloway,Badger,2674,6
YTCEE,Cheer,Holloway,Badger,Badger,2786,4
YTC82,Softball,Port & Company,A4,Pacific Headwear,1652,4
YTBY4,Baseball,Rawlings,Alleson,Twin City,2726,8
YTBPW,Other,Port & Company,Sport-Tek,Port Authority,2541,7
YTBBA,Baseball,Russell Athletic,Under Armour,Rawlings,1863,6
YTAYE,Other,Independent Trading Co.,Boxercraft,Boxercraft,1944,9
YTAX5,Other,Alleson,Badger,OC Sports,1795,7
YTAVB,Softball,Gildan,Badger,Augusta,1081,3
YTAPP,Basketball,Twin City,Port & Company,Sport-Tek,1530,3
YTAEZ,Reunion,Port & Company,New Era,Pacific Headwear,2178,6
YTA38,Softball,Twin City,Badger,Adams,1165,3
YT9X8,Corporate,Port Authority,Sport-Tek,Ogio,6563,4
YT9TD,Hockey,Athletic Knit,Under Armour,Bauer,3091,16
YT9QS,Swimming,Pennant Sportswear,Gildan,Russell Athletic,2326,8
YT9B8,Football,Nike,Gildan,The Game,1748,6
YT92C,Other,Bella + Canvas,Port Authority,Augusta,1839,4
YT8SR,Football,Russell Athletic,Flexfit,Quality,1781,4
YT8Q3,Softball,Augusta,Holloway,Under Armour,3727,3
YT87Q,Gymnastics,Holloway,Holloway,Augusta,4689,4
YT7XF,Hockey,Bauer,Russell Athletic,Flexfit,3804,4
YT7MG,Baseball,Under Armour,Augusta,Holloway,3613,4
YT7FR,Other,Nike,Port Authority,Port Authority,3457,3
YT774,Corporate,Port Authority,Devon & Jones,Under Armour,3312,10
YT6XY,School,Sport-Tek,Holloway,New Era,1062,5
YT6UZ,Basketball,Sport-Tek,Holloway,Gildan,2430,7
YT6FW,Volleyball,Port & Company,Shipping,Port Authority,1837,6
YT6CK,Lacrosse,--,Gildan,J. American,2285,6
YT6BQ,Lacrosse,Sport-Tek,Gildan,Flexfit,2800,3
YT6A2,Fundraiser,Bella + Canvas,MoreSales.com,Gildan,1522,5
YT66S,Spirit Wear,Russell Athletic,Fruit of the Loom,Gildan,2643,4
YT66G,Baseball,Outdoor Cap,Bella + Canvas,Gildan,1501,7
YT64U,Field Hockey,Junk,Augusta,Gildan,1726,3
YT5UZ,Baseball,Alleson,Under Armour,Badger,2343,9
YT5F9,Football,Gildan,Gildan,Russell Athletic,1673,9
YT5DR,Other,Port & Company,Independent Trading Co.,Bella + Canvas,1515,4
YT5D6,Softball,Badger,Mizuno,Russell Athletic,2229,5
YT528,Volleyball,Nike,Mizuno,Russell Athletic,4172,5
YT4FU,Hockey,Pennant Sportswear,Sport-Tek,Gildan,3826,6
YT4CR,Softball,Gildan,Sport-Tek,Holloway,1816,5
YT48W,Baseball,Badger,Holloway,Under Armour,2166,5
YT3YY,Baseball,Easton,Outdoor Cap,Russell Athletic,3693,8
YT3YS,Staff,Port Authority,CornerStone,Hanes,1621,4
